Aluminum.Band,BirdSex,Age,Recapture,Mass,Tail,Wing.LEFT,Wing.RIGHT,Tarsus1,Tarsus2,Bill.Depth,Bill.Width,Bill.Length_culmen,Bill.Length_nares,Date.Banded_date,Year,OrdinalDay
1620-30257,U,U,No,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1620-30258,U,U,No,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1620-30259,U,U,No,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1620-30260,U,U,No,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1620-30261,U,U,No,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1620-30262,U,U,No,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1620-30263,U,U,No,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1620-30264,M,U,No,9.2,NA,NA,65,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1620-30265,M,U,No,9.4,NA,NA,62,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1620-30266,U,U,No,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1620-30267,U,U,No,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1620-30268,U,U,No,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1620-30269,F,U,No,9.7,NA,NA,61,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1620-30270,M,U,No,9,NA,NA,62,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1620-30271,M,U,No,9.5,NA,NA,63.5,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1620-30272,M,U,No,9.5,NA,NA,65.5,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1620-30273,M,U,No,10.1,NA,NA,62,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1620-30274,U,U,No,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1620-30275,U,U,No,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1620-30276,U,U,No,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1620-30277,U,U,No,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1620-30278,U,U,No,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1620-30279,U,U,No,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1620-30280,U,U,No,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1620-30281,U,U,No,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1620-30282,U,U,No,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1620-30283,M,U,No,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1620-30284,F,U,No,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1620-30285,F,U,No,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1620-30286,F,U,No,9.6,NA,NA,59,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1620-30287,M,U,No,9.3,NA,NA,61,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1620-30288,U,U,No,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1620-30289,U,U,No,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1620-30290,F,U,No,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1620-30295,U,U,No,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1620-30296,U,U,No,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1620-30297,U,U,No,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1620-30298,M,U,No,9.7,NA,NA,63.5,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1620-30299,M,U,No,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1620-30300,U,U,No,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1620-30331,U,U,No,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1620-30332,U,U,No,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1620-30333,U,U,No,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1620-30334,U,U,No,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1620-30365,F,U,No,9.7,NA,NA,58,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1840-43601,U,U,No,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1840-43602,U,U,No,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1840-43603,F,U,No,8.3,NA,NA,58,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1840-43604,M,U,No,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1840-43606,F,U,No,8.3,NA,NA,59,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1840-43607,F,U,No,9.1,NA,NA,61.5,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1840-43608,U,U,No,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1840-43609,U,U,No,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1840-43610,U,U,No,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1840-43611,M,U,No,10.3,NA,NA,64,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1840-43612,U,U,No,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1840-43613,U,U,No,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1840-43614,U,U,No,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1840-43615,F,U,No,10.9,NA,NA,60,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1840-43616,F,U,No,10.3,NA,NA,59.9,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1840-43617,U,U,No,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1840-43618,U,U,No,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1840-43619,F,U,No,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1840-43620,F,U,No,9.8,NA,NA,59.5,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1840-43621,U,U,No,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1840-43622,U,U,No,7.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1840-43623,U,U,No,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1840-43624,U,U,No,8.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1840-43625,U,U,No,6.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1840-43626,U,U,No,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1840-43627,U,U,No,7.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1840-43628,U,U,No,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1840-43629,U,U,No,7.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1840-43630,U,U,No,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1840-43631,U,U,No,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1840-43632,U,U,No,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1840-43633,U,U,No,8.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1840-43634,U,U,No,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1840-43685,U,U,No,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-05-01,1989,121
1620-30230,F,U,No,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990-05-10,1990,130
1620-30336,M,U,No,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,1990-05-10,1990,130
1620-30350,M,U,No,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,1990-05-10,1990,130
1620-30356,M,U,No,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990-05-10,1990,130
1840-43719,M,U,No,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1840-43801,M,U,No,10.8,NA,NA,64.5,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1840-43814,M,U,No,10,NA,NA,65,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1840-43815,M,U,No,10,NA,NA,63,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1840-43816,M,U,No,10,NA,NA,67.5,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1840-43817,M,U,No,9.8,NA,NA,67,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1840-43818,M,U,No,10,NA,NA,63,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1840-43819,M,U,No,10,NA,NA,63,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1840-43820,M,U,No,10,NA,NA,65,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1840-43821,M,U,No,10.5,NA,NA,63.5,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1840-43824,U,U,No,8.7,NA,NA,NA,NA,17.6,NA,NA,NA,NA,1990-05-01,1990,121
1840-43825,U,U,No,8.7,NA,NA,NA,NA,17.1,NA,NA,NA,NA,1990-05-01,1990,121
1840-43826,U,U,No,8.7,NA,NA,NA,NA,17.8,NA,NA,NA,NA,1990-05-01,1990,121
1840-43827,U,U,No,7,NA,NA,NA,NA,15.8,NA,NA,NA,NA,1990-05-01,1990,121
1840-43830,U,U,No,7.4,NA,NA,NA,NA,18.7,NA,NA,NA,NA,1990-05-01,1990,121
1840-43831,U,U,No,6.8,NA,NA,NA,NA,17.6,NA,NA,NA,NA,1990-05-01,1990,121
1840-43832,U,U,No,7.5,NA,NA,NA,NA,18.6,NA,NA,NA,NA,1990-05-01,1990,121
1840-43833,U,U,No,8.2,NA,NA,NA,NA,17.8,NA,NA,NA,NA,1990-05-01,1990,121
1840-43834,U,U,No,6.9,NA,NA,NA,NA,18.4,NA,NA,NA,NA,1990-05-01,1990,121
1840-43835,U,U,No,7,NA,NA,NA,NA,17.1,NA,NA,NA,NA,1990-05-01,1990,121
1840-43836,U,U,No,6.8,NA,NA,NA,NA,16.8,NA,NA,NA,NA,1990-05-01,1990,121
1840-43841,M,U,No,9.5,NA,NA,66,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1840-43842,M,U,No,9.5,NA,NA,63,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1840-43843,M,U,No,10.2,NA,NA,64.5,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1840-43844,M,U,No,10.5,NA,NA,62.5,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1840-43845,M,U,No,10,NA,NA,66,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1840-43846,F,U,No,10.5,NA,NA,63,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1840-43847,M,U,No,10.5,NA,NA,65,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1840-43848,F,U,No,11,NA,NA,67,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1840-43849,F,U,No,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1840-43850,F,U,No,9.8,NA,NA,64.5,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1840-43851,F,U,No,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1840-43852,F,U,No,10.7,NA,NA,60,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1840-43853,F,U,No,11.7,NA,NA,62,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1840-43854,F,U,No,10.5,NA,NA,65,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1840-43855,M,U,No,10,NA,NA,65,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1840-43858,M,U,No,10.1,NA,NA,63,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1840-43859,F,U,No,11.3,NA,NA,60,NA,NA,NA,NA,NA,NA,1990-06-18,1990,169
1840-43860,M,U,No,9.4,NA,NA,63,NA,NA,NA,NA,NA,NA,1990-06-18,1990,169
1840-43861,M,U,No,9.5,NA,NA,63,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1840-43863,M,U,No,10.5,NA,NA,65,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1840-43864,M,U,No,9.5,NA,NA,68,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1840-43865,M,U,No,10,NA,NA,66,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1840-43866,F,U,No,9.8,NA,NA,64,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1840-43867,M,U,No,10.1,NA,NA,66.5,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1840-43868,U,U,No,8.6,NA,NA,NA,NA,17.7,NA,NA,NA,NA,1990-05-01,1990,121
1840-43869,U,U,No,8.1,NA,NA,NA,NA,17.5,NA,NA,NA,NA,1990-05-01,1990,121
1840-43870,U,U,No,9.4,NA,NA,NA,NA,17.5,NA,NA,NA,NA,1990-05-01,1990,121
1840-43871,U,U,No,8.9,NA,NA,NA,NA,18.5,NA,NA,NA,NA,1990-05-01,1990,121
1840-43876,M,U,No,10,NA,NA,67.5,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1840-43877,F,U,No,9.5,NA,NA,60,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1840-43878,M,U,No,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1840-43879,M,U,No,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1840-43880,M,U,No,9.5,NA,NA,64.5,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1840-43885,M,U,No,9.5,NA,NA,67,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1840-43887,M,U,No,10.2,NA,NA,65,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1840-43888,M,U,No,9.5,NA,NA,66,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1840-43889,M,U,No,9.5,NA,NA,66.5,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1840-43890,M,U,No,10.3,NA,NA,67,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1840-43891,U,U,No,8.7,NA,NA,NA,NA,17.7,NA,NA,NA,NA,1990-05-01,1990,121
1840-43892,U,U,No,8.5,NA,NA,NA,NA,17,NA,NA,NA,NA,1990-05-01,1990,121
1840-43893,U,U,No,8.7,NA,NA,NA,NA,17.2,NA,NA,NA,NA,1990-05-01,1990,121
1840-43894,U,U,No,8,NA,NA,NA,NA,16.5,NA,NA,NA,NA,1990-05-01,1990,121
1840-43895,U,U,No,7,NA,NA,NA,NA,17.4,NA,NA,NA,NA,1990-05-01,1990,121
1840-43896,U,U,No,7.7,NA,NA,NA,NA,16.3,NA,NA,NA,NA,1990-05-01,1990,121
1840-43897,U,U,No,7.9,NA,NA,NA,NA,16.6,NA,NA,NA,NA,1990-05-01,1990,121
1840-43898,U,U,No,7.4,NA,NA,NA,NA,16,NA,NA,NA,NA,1990-05-01,1990,121
1840-43899,F,U,No,8.7,NA,NA,64,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1840-43900,F,U,No,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1840-51962,U,U,No,8.7,NA,NA,NA,NA,17.3,NA,NA,NA,NA,1990-05-01,1990,121
1840-51963,U,U,No,6.9,NA,NA,NA,NA,15.6,NA,NA,NA,NA,1990-05-01,1990,121
1870-50701,F,U,No,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1870-50702,F,U,No,10.9,NA,NA,59.5,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1870-51703,M,U,No,NA,NA,NA,64.5,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1870-51704,M,U,No,9.7,NA,NA,64.5,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1870-51707,M,U,No,10,NA,NA,62,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1870-51708,M,U,No,10,NA,NA,64,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1870-51709,F,U,No,10.7,NA,NA,60.5,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1870-51710,U,U,No,7.9,NA,NA,NA,NA,17.5,NA,NA,NA,NA,1990-05-01,1990,121
1870-51711,U,U,No,8.2,NA,NA,NA,NA,18.2,NA,NA,NA,NA,1990-05-01,1990,121
1870-51712,U,U,No,7.6,NA,NA,NA,NA,16.6,NA,NA,NA,NA,1990-05-01,1990,121
1870-51713,U,U,No,7.6,NA,NA,NA,NA,16.7,NA,NA,NA,NA,1990-05-01,1990,121
1870-51714,U,U,No,7.4,NA,NA,NA,NA,16.1,NA,NA,NA,NA,1990-05-01,1990,121
1870-51715,U,U,No,8.1,NA,NA,NA,NA,17.6,NA,NA,NA,NA,1990-05-01,1990,121
1870-51716,U,U,No,7.8,NA,NA,NA,NA,17,NA,NA,NA,NA,1990-05-01,1990,121
1870-51717,U,U,No,6.3,NA,NA,NA,NA,15.7,NA,NA,NA,NA,1990-05-01,1990,121
1870-51719,M,U,No,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1870-51723,U,U,No,9.1,NA,NA,NA,17.1,NA,NA,NA,NA,NA,1990-05-01,1990,121
1870-51724,U,U,No,9,NA,NA,NA,17,NA,NA,NA,NA,NA,1990-05-01,1990,121
1870-51725,U,U,No,8.7,NA,NA,NA,17.4,NA,NA,NA,NA,NA,1990-05-01,1990,121
1870-51726,U,U,No,7.8,NA,NA,NA,NA,17,NA,NA,NA,NA,1990-05-01,1990,121
1870-51727,U,U,No,8,NA,NA,NA,NA,17.5,NA,NA,NA,NA,1990-05-01,1990,121
1870-51728,U,U,No,7.5,NA,NA,NA,NA,17.1,NA,NA,NA,NA,1990-05-01,1990,121
1870-51729,U,U,No,7.8,NA,NA,NA,NA,17,NA,NA,NA,NA,1990-05-01,1990,121
1870-51730,U,U,No,7.8,NA,NA,NA,NA,17.2,NA,NA,NA,NA,1990-05-01,1990,121
1870-51731,U,U,No,8,NA,NA,NA,NA,17.5,NA,NA,NA,NA,1990-05-01,1990,121
1870-51732,U,U,No,7,NA,NA,NA,NA,16.3,NA,NA,NA,NA,1990-05-01,1990,121
1870-51733,U,U,No,8.6,NA,NA,NA,NA,18.3,NA,NA,NA,NA,1990-05-01,1990,121
1870-51734,U,U,No,8.6,NA,NA,NA,NA,18.3,NA,NA,NA,NA,1990-05-01,1990,121
1870-51735,U,U,No,8.4,NA,NA,NA,NA,18.9,NA,NA,NA,NA,1990-05-01,1990,121
1870-51736,U,U,No,8.4,NA,NA,NA,NA,18,NA,NA,NA,NA,1990-05-01,1990,121
1870-51737,U,U,No,8,NA,NA,NA,NA,16.5,NA,NA,NA,NA,1990-05-01,1990,121
1870-51738,U,U,No,7.6,NA,NA,NA,NA,16,NA,NA,NA,NA,1990-05-01,1990,121
1870-51739,U,U,No,8.6,NA,NA,NA,NA,17.5,NA,NA,NA,NA,1990-05-01,1990,121
1870-51740,M,U,No,11.1,NA,NA,65.5,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1870-51740,M,U,No,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1870-51741,F,U,No,10.2,NA,NA,63,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1870-51742,M,U,No,9.6,NA,NA,65.5,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1870-51744,U,U,No,8.4,NA,NA,NA,NA,18.1,NA,NA,NA,NA,1990-05-01,1990,121
1870-51745,U,U,No,7.9,NA,NA,NA,NA,18,NA,NA,NA,NA,1990-05-01,1990,121
1870-51746,U,U,No,7.1,NA,NA,NA,NA,16.8,NA,NA,NA,NA,1990-05-01,1990,121
1870-51747,F,U,No,10.4,NA,NA,60.5,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1870-51748,U,U,No,8.7,NA,NA,NA,NA,17.5,NA,NA,NA,NA,1990-05-01,1990,121
1870-51749,U,U,No,8.2,NA,NA,NA,NA,16.4,NA,NA,NA,NA,1990-05-01,1990,121
1870-51750,U,U,No,8.1,NA,NA,NA,NA,16.2,NA,NA,NA,NA,1990-05-01,1990,121
1870-51751,U,U,No,7.8,NA,NA,NA,NA,16.8,NA,NA,NA,NA,1990-05-01,1990,121
1870-51901,M,U,No,9.8,NA,NA,66,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1870-51902,M,U,No,10.5,NA,NA,65,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1870-51903,M,U,No,9.8,NA,NA,65,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1870-51905,U,U,No,8.7,NA,NA,NA,17.4,NA,NA,NA,NA,NA,1990-05-01,1990,121
1870-51906,U,U,No,7.5,NA,NA,NA,16,NA,NA,NA,NA,NA,1990-05-01,1990,121
1870-51907,U,U,No,8.6,NA,NA,NA,17.4,NA,NA,NA,NA,NA,1990-05-01,1990,121
1870-51908,U,U,No,8.4,NA,NA,NA,17.2,NA,NA,NA,NA,NA,1990-05-01,1990,121
1870-51909,U,U,No,8,NA,NA,NA,NA,18.3,NA,NA,NA,NA,1990-05-01,1990,121
1870-51910,U,U,No,8.6,NA,NA,NA,NA,19.1,NA,NA,NA,NA,1990-05-01,1990,121
1870-51911,U,U,No,8,NA,NA,NA,NA,18.6,NA,NA,NA,NA,1990-05-01,1990,121
1870-51912,U,U,No,6.8,NA,NA,NA,NA,16,NA,NA,NA,NA,1990-05-01,1990,121
1870-51913,U,U,No,9.4,NA,NA,NA,NA,18.2,NA,NA,NA,NA,1990-05-01,1990,121
1870-51914,U,U,No,8.3,NA,NA,NA,NA,17.5,NA,NA,NA,NA,1990-05-01,1990,121
1870-51915,U,U,No,8.7,NA,NA,NA,NA,18.7,NA,NA,NA,NA,1990-05-01,1990,121
1870-51916,U,U,No,7.7,NA,NA,NA,NA,17.5,NA,NA,NA,NA,1990-05-01,1990,121
1870-51917,U,U,No,8.1,NA,NA,NA,NA,18.1,NA,NA,NA,NA,1990-05-01,1990,121
1870-51918,U,U,No,8.2,NA,NA,NA,NA,17.9,NA,NA,NA,NA,1990-05-01,1990,121
1870-51919,U,U,No,8.7,NA,NA,NA,NA,18.2,NA,NA,NA,NA,1990-05-01,1990,121
1870-51922,U,U,No,7.1,NA,NA,NA,NA,14.8,NA,NA,NA,NA,1990-05-01,1990,121
1870-51923,U,U,No,6.6,NA,NA,NA,NA,14.1,NA,NA,NA,NA,1990-05-01,1990,121
1870-51924,U,U,No,6.6,NA,NA,NA,NA,13.9,NA,NA,NA,NA,1990-05-01,1990,121
1870-51925,U,U,No,7.6,NA,NA,NA,NA,15.3,NA,NA,NA,NA,1990-05-01,1990,121
1870-51926,U,U,No,8.4,NA,NA,NA,NA,20,NA,NA,NA,NA,1990-05-01,1990,121
1870-51927,U,U,No,9.3,NA,NA,NA,NA,18.9,NA,NA,NA,NA,1990-05-01,1990,121
1870-51928,U,U,No,9.2,NA,NA,NA,NA,19,NA,NA,NA,NA,1990-05-01,1990,121
1870-51934,M,U,No,9.5,NA,NA,65,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1870-51935,F,U,No,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1870-51936,F,U,No,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1870-51937,M,U,No,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1870-51938,U,U,No,8.4,NA,NA,NA,18.1,NA,NA,NA,NA,NA,1990-05-01,1990,121
1870-51939,M,U,No,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1870-51941,U,U,No,7.9,NA,NA,NA,NA,16.1,NA,NA,NA,NA,1990-05-01,1990,121
1870-51942,U,U,No,6.8,NA,NA,NA,NA,16.1,NA,NA,NA,NA,1990-05-01,1990,121
1870-51943,U,U,No,7.5,NA,NA,NA,NA,16.3,NA,NA,NA,NA,1990-05-01,1990,121
1870-51944,U,U,No,8.2,NA,NA,NA,NA,17.6,NA,NA,NA,NA,1990-05-01,1990,121
1870-51945,U,U,No,8.4,NA,NA,NA,NA,16.6,NA,NA,NA,NA,1990-05-01,1990,121
1870-51946,U,U,No,7.4,NA,NA,NA,NA,15.6,NA,NA,NA,NA,1990-05-01,1990,121
1870-51947,U,U,No,7.9,NA,NA,NA,NA,15.9,NA,NA,NA,NA,1990-05-01,1990,121
1870-51950,U,U,No,6.9,NA,NA,NA,NA,16.9,NA,NA,NA,NA,1990-05-01,1990,121
1870-51951,U,U,No,7.3,NA,NA,NA,NA,17.3,NA,NA,NA,NA,1990-05-01,1990,121
1870-51952,U,U,No,7.3,NA,NA,NA,NA,16.5,NA,NA,NA,NA,1990-05-01,1990,121
1870-51953,U,U,No,6.1,NA,NA,NA,NA,15.2,NA,NA,NA,NA,1990-05-01,1990,121
1870-51959,U,U,No,8.7,NA,NA,NA,17.9,NA,NA,NA,NA,NA,1990-05-01,1990,121
1870-51960,U,U,No,8.6,NA,NA,NA,17.2,NA,NA,NA,NA,NA,1990-05-01,1990,121
1870-51961,U,U,No,7.6,NA,NA,NA,15.7,NA,NA,NA,NA,NA,1990-05-01,1990,121
1870-51964,U,U,No,8.5,NA,NA,NA,NA,18.2,NA,NA,NA,NA,1990-05-01,1990,121
1870-51965,M,U,No,10,NA,NA,66,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1870-51967,F,U,No,10.4,NA,NA,61.5,NA,NA,NA,NA,NA,NA,1990-05-01,1990,121
1870-51968,U,U,No,7.8,NA,NA,NA,NA,16,NA,NA,NA,NA,1990-05-01,1990,121
1870-51969,U,U,No,8,NA,NA,NA,NA,17.8,NA,NA,NA,NA,1990-05-01,1990,121
1870-51970,U,U,No,6.9,NA,NA,NA,NA,15,NA,NA,NA,NA,1990-05-01,1990,121
1870-51971,U,U,No,8.1,NA,NA,NA,NA,16.6,NA,NA,NA,NA,1990-05-01,1990,121
1870-51976,U,U,No,8.7,NA,NA,NA,NA,16.3,NA,NA,NA,NA,1990-05-01,1990,121
1870-51977,U,U,No,8.5,NA,NA,NA,NA,17.4,NA,NA,NA,NA,1990-05-01,1990,121
